#{"t_start": 1765311010.4041247, "env_id": "None"}
r,l,t
45.370754,62,1276.433352
59.250355,80,1279.416713
41.932278,58,1283.274954
34.334946,44,1283.920204
28.255323,38,1284.137344
9.020469,11,1286.236038
5.146805,7,1287.665056
12.249027,16,1290.959182
12.202469,14,1293.916752
54.560863,70,1293.91701
4.80737,6,1295.23378
50.430225,70,1299.010621
59.73617,78,1299.88141
23.032036,31,1300.728514
7.2619724,10,1302.739867
15.983168,20,1303.997949
27.639423,36,1306.433357
49.393913,59,1307.722136
16.032835,21,1308.327075
33.490196,45,1315.978176
31.2991,41,1316.459338
60.54831,80,1319.654249
21.765144,30,1322.491184
62.04559,80,1325.339682
19.191319,28,1331.044874
59.334892,80,1333.125546
52.70043,72,1334.668808
18.716236,22,1335.700755
7.709102,10,1336.750066
11.4513,16,1339.004056
61.07161,80,1339.004315
8.775615,11,1341.264119
23.252686,31,1345.364979
3.4584615,5,1346.404681
21.10038,28,1347.035142
58.221916,80,1349.646126
52.73716,68,1350.749213
24.44893,30,1352.654511
5.5495,8,1354.310079
34.552605,45,1356.376718
13.077563,16,1357.711348
10.53946,15,1360.851431
45.153496,60,1362.281181
5.6975837,7,1363.720038
48.050346,66,1364.529991
32.614197,46,1365.977841
4.150439,6,1367.196924
37.555847,50,1371.133894
10.638336,13,1373.85687
4.6545386,6,1375.10566
51.644165,67,1377.553984
43.176823,54,1378.355274
58.868015,73,1379.587096
24.958918,34,1385.407809
26.586788,34,1386.680418
42.62051,60,1387.543023
23.79237,31,1393.049757
57.34849,78,1393.674556
10.543146,13,1395.819653
40.13942,51,1396.038956
60.38126,80,1404.219262
37.980854,53,1404.87264
13.948205,19,1409.017464
59.697292,80,1412.680293
13.951893,19,1412.899262
57.732872,80,1412.899545
19.251497,26,1417.985805
20.699003,28,1418.643553
7.1432867,9,1420.548032
29.166943,38,1420.779963
63.40674,80,1421.003833
36.36251,48,1430.84739
39.902237,52,1431.939043
4.788081,6,1433.202683
59.334743,80,1435.08915
8.898128,12,1435.716555
53.048176,71,1436.13607
28.280848,38,1438.901641
13.976581,21,1440.518413
21.521568,28,1440.933813
9.195003,12,1441.358792
11.2858715,15,1443.609932
28.170221,39,1443.823646
4.5222435,7,1445.129784
13.733288,20,1445.130091
9.665131,13,1447.895256
22.113949,29,1449.963132
22.22256,30,1451.420929
49.60752,68,1455.571608
38.33826,49,1458.052343
4.8661046,7,1459.47409
43.858814,58,1461.984091
14.95296,21,1466.422224
26.552618,37,1467.269602
54.976357,77,1467.515852
58.713146,80,1472.624004
32.407597,44,1476.755347
16.86262,22,1481.208184
53.920715,75,1482.261909
42.391426,50,1482.867756
57.309654,77,1483.721476
21.820951,29,1585.203739
15.50068,20,1585.857133
24.204033,32,1586.879778
5.2154074,7,1588.332308
15.768139,22,1589.738851
22.745646,34,1592.82903
17.862694,23,1593.043968
53.651356,71,1595.688616
23.576712,30,1596.096013
18.022999,22,1597.705264
4.626509,6,1598.94586
15.629417,19,1599.9558
21.501312,30,1601.766115
12.176088,17,1602.410589
9.230249,13,1604.477768
4.4843187,6,1605.805634
57.398865,80,1609.723842
40.427315,56,1611.801521
34.960587,46,1612.210239
5.6930943,7,1613.217812
39.544746,53,1616.94873
34.216713,45,1621.582811
5.0840945,7,1623.066396
59.990593,80,1626.326194
35.39517,49,1627.156044
55.813747,80,1629.898225
7.121566,9,1631.77353
41.370636,56,1634.653679
26.1764,36,1639.096552
61.478897,80,1642.919554
57.63133,80,1643.749356
35.35398,48,1644.563723
5.536579,8,1644.564027
13.885315,18,1648.266342
6.316664,9,1650.102885
31.798872,46,1653.295236
12.350627,18,1654.027572
5.226786,7,1654.98051
60.4939,80,1656.031157
13.327954,18,1657.949903
21.376757,26,1660.546252
60.859684,80,1661.579145
9.1511965,14,1663.453226
26.67253,36,1663.672666
26.256754,36,1665.467671
8.326609,13,1666.302258
43.147457,58,1675.626963
57.841816,80,1678.263885
55.45251,80,1682.28466
57.650166,80,1683.134827
27.672333,36,1685.742529
15.441556,20,1690.061806
59.907196,80,1692.476072
10.134605,14,1695.30286
60.274662,80,1699.135041
12.709804,18,1699.13552
59.990005,80,1699.967833
35.40947,48,1700.181971
4.023252,6,1701.208279
10.644838,14,1703.162637
7.5599856,10,1703.396109
17.092728,23,1708.100915
41.42864,57,1711.147498
6.51142,9,1713.008238
58.273483,80,1716.067227
59.84525,80,1720.135569
59.76051,80,1724.879175
48.759613,66,1727.058588
18.382511,25,1730.146711
58.961983,80,1732.818735
46.4286,64,1733.665547
32.685528,45,1736.319319
25.251719,29,1738.852309
43.955326,58,1742.304247
33.916542,45,1743.138522
5.6905746,7,1743.766477
12.003782,14,1746.026276
46.628414,60,1748.945733
16.965418,23,1750.997546
7.577992,11,1751.436273
8.433944,12,1754.021805
58.959877,80,1755.88233
48.862545,67,1757.969424
8.059523,12,1760.436004
8.6198015,12,1763.012234
49.582626,66,1767.929532
61.687904,80,1767.92979
2.9163458,4,1768.79663
59.887657,80,1772.75956
3.5308118,5,1773.846805
36.830273,47,1778.725768
20.332172,28,1779.734161
58.591534,80,1779.946169
50.69238,68,1782.320635
11.911539,15,1783.203114
22.56061,31,1786.478873
14.813188,20,1787.560182
25.830835,33,1794.657044
57.630444,80,1795.960718
57.567287,80,1799.417918
20.664856,29,1801.957306
57.935345,80,1803.48618
14.645835,21,1807.7651
25.836666,33,1808.786049
59.013348,80,1811.266721
56.74698,80,1816.136985
21.423578,28,1817.170589
15.538978,23,1820.997186
59.226498,80,1824.492492
58.53113,80,1825.564328
40.75592,55,1832.800773
61.21753,80,1834.223
5.905589,7,1834.223286
41.97967,57,1837.807915
59.61409,80,1841.624696
47.79317,65,1847.874521
3.6089418,5,1848.864849
61.69985,80,1851.137162
8.208451,11,1851.36123
58.44068,80,1854.730676
11.784898,16,1854.730949
59.63063,80,1858.46298
16.81221,23,1859.479895
31.956375,43,1860.099217
8.709844,11,1861.703532
8.484932,11,1864.040761
20.641438,27,1864.041019
12.749749,17,1867.459935
53.978737,73,1869.702024
41.08679,53,1870.918913
20.69198,27,1875.346068
63.227306,80,1880.586615
19.411621,27,1881.004924
4.9270244,6,1881.830707
40.408604,57,1882.879475
59.556293,80,1884.085896
30.583849,40,1890.32519
36.234207,49,1891.354622
11.715261,15,1894.457011
59.8927,80,1899.616252
58.739002,80,1900.860133
23.007816,31,1900.860389
60.821125,80,1906.699136
14.503873,20,1910.909283
48.022316,66,1913.275143
57.800728,80,1917.45888
57.67748,80,1917.459159
17.069117,20,1917.45926
12.010218,17,1921.019088
23.9458,30,1923.840054
13.367898,19,1925.13211
5.6078534,7,1926.59395
58.33365,80,1927.814873
38.001064,50,1928.079888
23.395977,31,1934.598289
8.92891,11,1937.026772
37.08375,48,1938.148603
39.885647,55,1938.365669
58.753098,80,1940.823635
32.45868,43,1946.943767
42.58801,60,1949.510468
11.143168,15,1950.12467
49.73233,66,1954.649648
57.397335,80,1955.107158
54.192123,70,1964.258945
7.15901,10,1966.295189
58.01307,80,1966.937679
61.222034,80,1971.410424
59.946514,80,1971.861056
14.519789,19,1975.76632
35.218666,49,1977.639885
60.6534,80,1983.644274
